OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0051403,30-08-2022,CUST044150,Sneha Sharma,P00005,Laptop Sleeve,Home & Kitchen,Apex,2,155.07,0,24.81,9.65,344.6,Credit Card,Returned,San Francisco,CA,United States,SELL01018
ORD0051408,24-06-2022,CUST033934,Neha Gupta,P00018,Vacuum Cleaner,Toys & Games,CoreTech,2,180.67,0.05,17.16,3.6,364.03,Credit Card,Returned,Dallas,TX,India,SELL01958
ORD0051422,16-01-2021,CUST017099,Vivaan Singh,P00001,Wireless Earbuds,Toys & Games,Zenith,2,523.08,0.1,112.99,0.06,1054.59,UPI,Returned,Chicago,IL,India,SELL01198
ORD0051427,08-01-2024,CUST046530,Vivaan Singh,P00018,Vacuum Cleaner,Sports & Outdoors,UrbanStyle,2,536.27,0,53.63,2.91,1129.08,Debit Card,Returned,Austin,TX,United States,SELL01292
ORD0051456,13-08-2024,CUST014587,Vikas Sharma,P00003,Smartphone Case,Sports & Outdoors,FitLife,2,548.15,0.1,49.33,6.43,1042.43,UPI,Returned,Charlotte,NC,United States,SELL00404
ORD0051479,21-09-2020,CUST002706,Ritika Joshi,P00021,Backpack,Electronics,CoreTech,2,295.41,0,29.54,12.91,633.27,Credit Card,Returned,Seattle,WA,United States,SELL00290
ORD0051529,07-02-2024,CUST041939,Ritika Mehta,P00013,Action Camera,Toys & Games,ReadMore,2,560.42,0.1,121.05,12.43,1142.24,Credit Card,Returned,San Antonio,TX,India,SELL00113
ORD0051586,15-05-2021,CUST018099,Sunita Verma,P00019,LED Desk Lamp,Clothing,NexPro,5,240.34,0.1,86.52,2.69,1170.74,Cash on Delivery,Returned,Houston,TX,India,SELL00820
ORD0051594,20-04-2022,CUST027898,Sunita Reddy,P00050,Novel Bestseller,Clothing,BrightLux,1,414.93,0,20.75,0.54,436.22,UPI,Returned,Indianapolis,IN,United States,SELL01419
ORD0051636,12-09-2023,CUST030647,Karan Kumar,P00033,Puzzle 1000pc,Home & Kitchen,UrbanStyle,1,430.9,0.15,18.31,0.92,385.5,Credit Card,Returned,Chicago,IL,United States,SELL01433
ORD0051651,18-08-2022,CUST012686,Mohit Patel,P00010,Smartwatch,Clothing,Apex,5,328.14,0.05,187.04,14.02,1759.72,Debit Card,Returned,Charlotte,NC,United States,SELL01268
ORD0051689,29-08-2023,CUST002414,Priya Sharma,P00037,Router,Sports & Outdoors,CoreTech,5,502.07,0.1,0,11.37,2270.68,Credit Card,Returned,Houston,TX,United States,SELL00968
ORD0051714,21-08-2024,CUST028745,Rohit Kapoor,P00007,Mechanical Keyboard,Books,Apex,5,288.58,0,173.15,5.41,1621.46,Credit Card,Returned,Washington,DC,United States,SELL01533
ORD0051724,11-03-2024,CUST027973,Aman Gupta,P00026,Sunglasses,Sports & Outdoors,CoreTech,3,481.16,0,0,13.05,1456.53,UPI,Returned,Chicago,IL,United States,SELL00284
ORD0051789,16-05-2020,CUST035300,Neha Gupta,P00024,Yoga Mat,Sports & Outdoors,Zenith,4,53.96,0.05,10.25,14.65,229.95,Credit Card,Returned,Indianapolis,IN,United States,SELL01096
ORD0051818,15-11-2024,CUST040214,Priya Reddy,P00023,Cookware Set,Electronics,UrbanStyle,3,599.48,0.1,129.49,1.56,1749.65,Cash on Delivery,Returned,Dallas,TX,India,SELL01799
ORD0051825,07-09-2021,CUST048097,Simran Singh,P00041,Webcam Full HD,Sports & Outdoors,Zenith,1,422.66,0,21.13,0.73,444.52,Debit Card,Returned,New York,NY,Canada,SELL00405
ORD0051857,23-10-2022,CUST023206,Ritika Gupta,P00022,Water Bottle,Toys & Games,FitLife,5,265.18,0.2,127.29,9.67,1197.68,Credit Card,Returned,Denver,CO,United States,SELL00910
ORD0051884,06-09-2020,CUST020253,Sunita Sharma,P00024,Yoga Mat,Electronics,KiddoFun,1,201.25,0.1,0,10.05,191.18,Cash on Delivery,Returned,Denver,CO,United States,SELL00702
ORD0051930,20-09-2024,CUST004652,Vivaan Mehta,P00007,Mechanical Keyboard,Sports & Outdoors,ReadMore,1,172.81,0,8.64,11.36,192.81,Amazon Pay,Returned,Denver,CO,United States,SELL00076
ORD0051937,30-04-2024,CUST009386,Mohit Patel,P00035,Desk Plant,Toys & Games,UrbanStyle,3,199.87,0,47.97,3.39,650.97,Credit Card,Returned,Fort Worth,TX,United States,SELL00848
ORD0051993,10-02-2023,CUST047753,Sunita Patel,P00043,HDMI Cable 2m,Toys & Games,Apex,4,217.78,0.15,37.02,10.85,788.32,Amazon Pay,Returned,San Antonio,TX,Canada,SELL01515
ORD0052032,06-11-2023,CUST026236,Sunita Kumar,P00043,HDMI Cable 2m,Books,Apex,3,216.07,0.05,30.79,3.23,649.82,Credit Card,Returned,San Diego,CA,United States,SELL01658
ORD0052058,09-05-2022,CUST020884,Priya Mehta,P00026,Sunglasses,Home & Kitchen,Apex,1,553.91,0.15,23.54,10.38,504.74,Credit Card,Returned,Jacksonville,FL,United States,SELL00391
ORD0052137,01-01-2021,CUST044274,Vikas Singh,P00007,Mechanical Keyboard,Electronics,CoreTech,1,514.85,0,41.19,9,565.04,Amazon Pay,Returned,Seattle,WA,Australia,SELL00531
ORD0052149,02-04-2021,CUST005809,Vivaan Kumar,P00024,Yoga Mat,Books,HomeEase,2,536,0.15,0,13.1,924.3,Credit Card,Returned,Columbus,OH,India,SELL01343
ORD0052206,26-11-2023,CUST000037,Vikas Singh,P00043,HDMI Cable 2m,Sports & Outdoors,ReadMore,5,472.7,0.2,226.9,3.88,2121.58,Debit Card,Returned,San Francisco,CA,Canada,SELL01512
ORD0052211,10-08-2021,CUST003458,Aditya Patel,P00018,Vacuum Cleaner,Home & Kitchen,KiddoFun,4,155.5,0.2,24.88,3.01,525.49,Amazon Pay,Returned,Denver,CO,United States,SELL01074
ORD0052251,15-11-2020,CUST036786,Sneha Singh,P00045,Phone Tripod,Home & Kitchen,Apex,1,549.08,0,65.89,10.76,625.73,UPI,Returned,Houston,TX,United States,SELL00966
ORD0052298,01-03-2022,CUST034447,Kabir Sharma,P00015,Instant Pot,Books,Zenith,4,88.85,0,42.65,13.88,411.93,Debit Card,Returned,San Antonio,TX,India,SELL01952
ORD0052344,16-05-2023,CUST047710,Sneha Singh,P00045,Phone Tripod,Books,HomeEase,3,317.56,0,76.21,12.09,1040.98,UPI,Returned,Chicago,IL,India,SELL00278
ORD0052354,25-08-2022,CUST049872,Sahil Gupta,P00026,Sunglasses,Sports & Outdoors,NexPro,4,23.2,0.05,7.05,11.88,107.09,Amazon Pay,Returned,Phoenix,AZ,United States,SELL00055
ORD0052396,24-08-2021,CUST023901,Aarav Mehta,P00011,Fitness Band,Clothing,HomeEase,1,65.4,0.05,4.97,5.14,72.24,Amazon Pay,Returned,Dallas,TX,United States,SELL00992
ORD0052397,23-11-2020,CUST001790,Mohit Patel,P00024,Yoga Mat,Books,ReadMore,1,265.34,0,0,4.23,269.57,UPI,Returned,Columbus,OH,Canada,SELL01249
ORD0052409,20-12-2023,CUST024925,Kabir Kapoor,P00019,LED Desk Lamp,Home & Kitchen,NexPro,5,233.96,0,58.49,9.41,1237.7,Net Banking,Returned,Chicago,IL,United States,SELL00707
ORD0052419,30-06-2022,CUST046945,Aditya Reddy,P00044,Power Bank 20000mAh,Sports & Outdoors,Zenith,3,422.48,0.25,47.53,14.33,1012.44,Debit Card,Returned,New York,NY,United States,SELL00459
ORD0052552,11-09-2023,CUST016665,Priya Mehta,P00043,HDMI Cable 2m,Home & Kitchen,KiddoFun,3,532.57,0.05,182.14,2.25,1702.21,Amazon Pay,Returned,San Antonio,TX,Canada,SELL01325
ORD0052570,31-12-2021,CUST036761,Arjun Kumar,P00003,Smartphone Case,Books,HomeEase,3,255.37,0,61.29,7.41,834.81,Amazon Pay,Returned,Seattle,WA,United States,SELL01901
ORD0052571,20-04-2020,CUST017193,Karan Singh,P00042,Projector Mini,Sports & Outdoors,BrightLux,3,38.04,0.1,8.22,8.85,119.78,Credit Card,Returned,Phoenix,AZ,Canada,SELL01192
ORD0052627,18-06-2024,CUST014144,Sneha Patel,P00040,Microphone,Sports & Outdoors,Apex,3,304.94,0,45.74,5.83,966.39,Amazon Pay,Returned,Los Angeles,CA,United States,SELL01495
ORD0052634,25-02-2022,CUST021575,Vikas Sharma,P00050,Novel Bestseller,Sports & Outdoors,KiddoFun,5,264.68,0.1,59.55,9.88,1260.49,UPI,Returned,Philadelphia,PA,United States,SELL00149
ORD0052653,25-09-2023,CUST022395,Karan Mehta,P00015,Instant Pot,Books,HomeEase,1,393.31,0.05,44.84,12.95,431.43,Debit Card,Returned,Jacksonville,FL,United States,SELL00900
ORD0052699,15-08-2023,CUST017383,Sahil Kumar,P00018,Vacuum Cleaner,Home & Kitchen,Zenith,1,330.35,0.2,13.21,1.01,278.5,Credit Card,Returned,Los Angeles,CA,United States,SELL00973
ORD0052721,07-12-2020,CUST045017,Vihaan Kapoor,P00021,Backpack,Clothing,Apex,3,238.97,0.1,51.62,3.53,700.37,Net Banking,Returned,Dallas,TX,United States,SELL01226
ORD0052914,02-12-2024,CUST040723,Vihaan Kapoor,P00018,Vacuum Cleaner,Clothing,Apex,4,116.66,0.05,22.17,6.22,471.7,Amazon Pay,Returned,Austin,TX,Canada,SELL00733
ORD0052915,09-11-2022,CUST040278,Vihaan Mehta,P00019,LED Desk Lamp,Home & Kitchen,ReadMore,3,81.69,0.05,11.64,4.76,249.22,UPI,Returned,Columbus,OH,Canada,SELL00874
ORD0052950,30-12-2020,CUST010602,Aditya Kapoor,P00042,Projector Mini,Sports & Outdoors,CoreTech,2,449.23,0.05,0,5.72,859.26,Net Banking,Returned,New York,NY,United States,SELL01293
ORD0052960,07-07-2020,CUST037198,Mohit Kapoor,P00013,Action Camera,Sports & Outdoors,Apex,5,348.18,0,208.91,4.68,1954.49,Debit Card,Returned,Seattle,WA,India,SELL01841
ORD0052987,14-05-2024,CUST014970,Simran Kapoor,P00021,Backpack,Toys & Games,UrbanStyle,4,160.12,0.15,65.33,2.13,611.87,Debit Card,Returned,Indianapolis,IN,India,SELL00907
ORD0053000,07-05-2024,CUST044718,Vikas Gupta,P00037,Router,Toys & Games,Apex,2,149.8,0,23.97,12.23,335.8,Amazon Pay,Returned,Chicago,IL,United States,SELL00470
ORD0053076,12-07-2022,CUST046918,Arjun Kapoor,P00027,Winter Jacket,Sports & Outdoors,FitLife,2,558.57,0.05,84.9,13.06,1159.24,UPI,Returned,Seattle,WA,United States,SELL00985
ORD0053091,20-05-2023,CUST038963,Vivaan Gupta,P00050,Novel Bestseller,Electronics,Apex,2,574.01,0.15,48.79,6.68,1031.29,Amazon Pay,Returned,Washington,DC,United States,SELL01933
ORD0053169,27-11-2023,CUST043650,Kabir Sharma,P00043,HDMI Cable 2m,Toys & Games,UrbanStyle,2,94.52,0,22.68,4.51,216.23,Credit Card,Returned,San Francisco,CA,United States,SELL01578
ORD0053219,12-02-2020,CUST047684,Sahil Patel,P00014,Drone Mini,Sports & Outdoors,HomeEase,3,286.25,0.3,48.09,8.35,657.56,Credit Card,Returned,San Diego,CA,United Kingdom,SELL01981
ORD0053246,08-07-2020,CUST003399,Vikas Kapoor,P00043,HDMI Cable 2m,Home & Kitchen,Zenith,4,517.77,0.05,236.1,6.99,2210.62,Net Banking,Returned,Fort Worth,TX,United States,SELL00815
ORD0053253,10-11-2021,CUST022615,Sneha Sharma,P00033,Puzzle 1000pc,Home & Kitchen,FitLife,2,173.47,0.05,26.37,5.52,361.48,Debit Card,Returned,Chicago,IL,United States,SELL01750
ORD0053274,06-08-2021,CUST003219,Karan Singh,P00021,Backpack,Books,CoreTech,4,432.36,0,138.36,2.36,1870.16,Cash on Delivery,Returned,Dallas,TX,United States,SELL01383
ORD0053294,29-09-2020,CUST026030,Vikas Joshi,P00015,Instant Pot,Books,UrbanStyle,2,191.73,0.1,62.12,0.41,407.64,Amazon Pay,Returned,Seattle,WA,United States,SELL01269
ORD0053312,28-08-2024,CUST015220,Simran Patel,P00011,Fitness Band,Clothing,CoreTech,4,543.04,0,108.61,5.62,2286.39,Net Banking,Returned,Charlotte,NC,Australia,SELL01032
ORD0053316,18-02-2023,CUST031960,Vihaan Kumar,P00025,Running Shoes,Home & Kitchen,KiddoFun,3,372.62,0.15,171.03,11.75,1132.96,Amazon Pay,Returned,Dallas,TX,United States,SELL00182
ORD0053378,22-07-2023,CUST026946,Neha Sharma,P00009,Portable SSD 1TB,Books,HomeEase,3,195.18,0,105.4,10.13,701.07,Credit Card,Returned,Fort Worth,TX,United States,SELL00113
ORD0053389,23-01-2024,CUST013138,Karan Joshi,P00046,Car Charger,Toys & Games,HomeEase,3,286.27,0.1,61.83,2.12,836.88,Credit Card,Returned,Houston,TX,Canada,SELL01066
ORD0053413,13-08-2023,CUST027480,Rohit Reddy,P00011,Fitness Band,Sports & Outdoors,BrightLux,4,238.19,0.05,45.26,4.5,954.88,UPI,Returned,Fort Worth,TX,United States,SELL01358
ORD0053465,25-07-2024,CUST021559,Sneha Patel,P00015,Instant Pot,Sports & Outdoors,KiddoFun,5,544.82,0,326.89,14.72,3065.71,UPI,Returned,San Diego,CA,United States,SELL00532
ORD0053512,30-06-2022,CUST023121,Neha Kumar,P00047,Memory Card 128GB,Books,UrbanStyle,4,486.52,0.1,140.12,2.83,1894.42,Credit Card,Returned,Jacksonville,FL,United States,SELL00500
ORD0053567,23-08-2023,CUST044526,Sunita Sharma,P00022,Water Bottle,Clothing,NexPro,5,496.76,0.15,105.56,1.29,2218.08,UPI,Returned,San Antonio,TX,United Kingdom,SELL01164
ORD0053597,06-07-2020,CUST048228,Mohit Gupta,P00045,Phone Tripod,Electronics,ReadMore,5,280.77,0.05,66.68,7.9,1408.24,Net Banking,Returned,San Francisco,CA,India,SELL00520
ORD0053651,01-11-2023,CUST027008,Vivaan Joshi,P00044,Power Bank 20000mAh,Toys & Games,Zenith,2,313.32,0,50.13,8.76,685.53,Amazon Pay,Returned,San Francisco,CA,United States,SELL01807
ORD0053659,25-10-2022,CUST045189,Arjun Kumar,P00036,Smart Light Bulb,Sports & Outdoors,KiddoFun,1,386.17,0,46.34,7.66,440.17,Net Banking,Returned,Denver,CO,India,SELL01678
ORD0053677,05-06-2024,CUST048156,Sunita Verma,P00002,Bluetooth Speaker,Clothing,Zenith,1,569.04,0,0,4.75,573.79,Debit Card,Returned,Fort Worth,TX,United States,SELL00018
ORD0053679,18-04-2023,CUST037142,Simran Joshi,P00032,Board Game,Home & Kitchen,NexPro,5,68.57,0.1,24.69,1.46,334.72,Credit Card,Returned,San Jose,CA,United States,SELL00333
ORD0053709,21-03-2021,CUST013182,Sunita Patel,P00010,Smartwatch,Sports & Outdoors,FitLife,3,250.75,0.1,81.24,5.46,763.72,Credit Card,Returned,Seattle,WA,United States,SELL01914
ORD0053720,28-07-2024,CUST003481,Sunita Singh,P00007,Mechanical Keyboard,Toys & Games,Zenith,4,598.11,0,287.09,8,2687.53,Net Banking,Returned,Seattle,WA,United States,SELL01921
ORD0053724,11-12-2024,CUST014979,Aditya Verma,P00028,Jeans,Sports & Outdoors,ReadMore,4,31.7,0.1,5.71,10.13,129.96,Amazon Pay,Returned,San Jose,CA,United States,SELL01332
ORD0053788,10-01-2020,CUST018320,Vikas Sharma,P00011,Fitness Band,Clothing,Apex,5,533.64,0,320.18,5.34,2993.72,Debit Card,Returned,Los Angeles,CA,United States,SELL01600
ORD0053789,27-03-2020,CUST004403,Aditya Kapoor,P00028,Jeans,Clothing,Zenith,2,195.48,0.05,29.71,11.52,412.64,Credit Card,Returned,Phoenix,AZ,India,SELL01691
ORD0053796,05-05-2023,CUST044024,Rohit Joshi,P00035,Desk Plant,Electronics,ReadMore,1,148.87,0,11.91,9.38,170.16,Credit Card,Returned,Jacksonville,FL,United States,SELL00315
ORD0053819,19-04-2021,CUST027001,Vivaan Patel,P00015,Instant Pot,Electronics,BrightLux,3,314.33,0,169.74,0.48,1113.21,Amazon Pay,Returned,Jacksonville,FL,India,SELL00676
ORD0053827,16-02-2022,CUST019503,Sunita Mehta,P00047,Memory Card 128GB,Clothing,FitLife,3,503.24,0,120.78,4.32,1634.82,UPI,Returned,San Diego,CA,United States,SELL01297
ORD0053845,14-04-2020,CUST030187,Simran Gupta,P00003,Smartphone Case,Electronics,Apex,2,552.49,0,55.25,4.46,1164.69,Debit Card,Returned,Houston,TX,Canada,SELL01705
ORD0053899,06-02-2020,CUST042854,Pooja Patel,P00045,Phone Tripod,Home & Kitchen,FitLife,3,158.23,0.05,22.55,6.13,479.64,UPI,Returned,Chicago,IL,United States,SELL00004
ORD0053979,22-01-2023,CUST017329,Aditya Patel,P00048,Wireless Charger,Electronics,BrightLux,4,42.89,0.1,12.35,4.13,170.88,Debit Card,Returned,San Diego,CA,United States,SELL00348
ORD0053997,29-11-2023,CUST023373,Sahil Verma,P00004,USB-C Charger,Home & Kitchen,KiddoFun,1,252.92,0.2,24.28,6.92,233.54,Credit Card,Returned,Seattle,WA,United States,SELL01873
ORD0054009,24-04-2022,CUST035582,Sunita Gupta,P00003,Smartphone Case,Books,CoreTech,1,241.34,0.1,26.06,11.63,254.9,Cash on Delivery,Returned,San Jose,CA,United States,SELL00579
ORD0054016,06-09-2023,CUST029690,Pooja Reddy,P00018,Vacuum Cleaner,Toys & Games,Zenith,2,524.58,0,83.93,5.52,1138.61,Credit Card,Returned,Austin,TX,United States,SELL01974
ORD0054017,24-03-2022,CUST042476,Anjali Gupta,P00024,Yoga Mat,Sports & Outdoors,Apex,1,237.17,0.1,10.67,2.02,226.14,UPI,Returned,Charlotte,NC,United States,SELL01602
ORD0054040,26-03-2020,CUST017599,Sahil Gupta,P00041,Webcam Full HD,Books,HomeEase,2,478.46,0.05,72.73,2.22,984.02,Amazon Pay,Returned,Seattle,WA,United States,SELL00072
ORD0054080,14-12-2024,CUST021281,Sneha Sharma,P00008,4K Monitor,Clothing,UrbanStyle,4,78.93,0,56.83,0.77,373.32,Debit Card,Returned,San Jose,CA,United States,SELL01646
ORD0054189,09-02-2022,CUST004349,Anjali Singh,P00029,T-Shirt,Home & Kitchen,BrightLux,1,99.78,0.25,8.98,11.1,94.92,Amazon Pay,Returned,Los Angeles,CA,United States,SELL00826
ORD0054193,21-06-2021,CUST043642,Aarav Joshi,P00007,Mechanical Keyboard,Toys & Games,HomeEase,3,351.93,0.05,120.36,13.78,1137.14,Net Banking,Returned,Washington,DC,United States,SELL01475
ORD0054225,08-08-2020,CUST021063,Pooja Verma,P00036,Smart Light Bulb,Toys & Games,HomeEase,1,522.5,0.05,59.56,9.03,564.96,Credit Card,Returned,Philadelphia,PA,United States,SELL00556
ORD0054234,29-09-2024,CUST003347,Aarav Verma,P00040,Microphone,Home & Kitchen,Zenith,4,561.58,0,179.71,9.38,2435.41,Debit Card,Returned,Jacksonville,FL,United States,SELL00950
ORD0054297,13-01-2021,CUST006101,Vihaan Kapoor,P00044,Power Bank 20000mAh,Electronics,Apex,3,291.33,0.15,89.15,8.84,840.88,Debit Card,Returned,Austin,TX,United States,SELL00258
ORD0054317,25-05-2024,CUST019984,Simran Joshi,P00012,Noise Cancelling Headphones,Books,NexPro,3,169.21,0.05,38.58,14.52,535.35,Credit Card,Returned,Houston,TX,Canada,SELL00083
ORD0054325,06-09-2021,CUST046115,Neha Mehta,P00004,USB-C Charger,Sports & Outdoors,KiddoFun,5,489.85,0.1,176.35,1.12,2381.8,Credit Card,Returned,Denver,CO,United States,SELL00680
ORD0054331,21-01-2023,CUST013476,Priya Gupta,P00008,4K Monitor,Toys & Games,Zenith,5,417.79,0.05,0,0.81,1985.31,Net Banking,Returned,Indianapolis,IN,United States,SELL00578
ORD0054357,20-05-2021,CUST024816,Karan Verma,P00012,Noise Cancelling Headphones,Home & Kitchen,ReadMore,3,265.39,0.1,85.99,4.6,807.14,UPI,Returned,New York,NY,United States,SELL00240
ORD0054377,05-07-2020,CUST026777,Simran Verma,P00031,Kids Toy Car,Sports & Outdoors,BrightLux,2,533.43,0,53.34,10.9,1131.1,Debit Card,Returned,Chicago,IL,United States,SELL00415
ORD0054431,14-09-2024,CUST014845,Pooja Reddy,P00013,Action Camera,Home & Kitchen,ReadMore,4,478.02,0.25,114.72,5.83,1554.61,Credit Card,Returned,Philadelphia,PA,United States,SELL00152
ORD0054447,31-03-2023,CUST013257,Aditya Sharma,P00024,Yoga Mat,Toys & Games,ReadMore,4,565.8,0.3,0,6.68,1590.92,Cash on Delivery,Returned,Denver,CO,India,SELL01197
ORD0054487,06-07-2020,CUST019305,Sunita Patel,P00038,External HDD 2TB,Toys & Games,Zenith,1,217.93,0,26.15,11.62,255.7,Credit Card,Returned,Austin,TX,United States,SELL01290
ORD0054597,06-11-2023,CUST047674,Anjali Reddy,P00048,Wireless Charger,Electronics,BrightLux,5,597.78,0.15,203.25,13.65,2757.46,Credit Card,Returned,Denver,CO,United States,SELL00209
ORD0054631,20-09-2022,CUST020338,Priya Patel,P00050,Novel Bestseller,Sports & Outdoors,FitLife,2,237.37,0.15,48.42,10.64,462.59,Amazon Pay,Returned,Denver,CO,United States,SELL01610
ORD0054743,18-07-2022,CUST032541,Rohit Gupta,P00040,Microphone,Electronics,NexPro,1,145.67,0,11.65,3.81,161.13,Amazon Pay,Returned,Los Angeles,CA,United States,SELL01145
ORD0054812,21-03-2020,CUST033517,Sunita Verma,P00018,Vacuum Cleaner,Clothing,KiddoFun,5,150.25,0,90.15,6.98,848.38,Debit Card,Returned,Philadelphia,PA,United States,SELL00437
ORD0054858,11-12-2020,CUST032802,Neha Verma,P00038,External HDD 2TB,Clothing,Apex,3,241.98,0,36.3,5.36,767.6,UPI,Returned,Seattle,WA,United States,SELL01241
ORD0054962,23-04-2021,CUST018089,Vivaan Gupta,P00026,Sunglasses,Clothing,UrbanStyle,4,241.31,0.1,0,6.51,875.23,Credit Card,Returned,Phoenix,AZ,United States,SELL00902
ORD0054974,04-03-2024,CUST021975,Aarav Mehta,P00012,Noise Cancelling Headphones,Toys & Games,UrbanStyle,3,179.95,0.1,58.3,14.52,558.68,Credit Card,Returned,Columbus,OH,United States,SELL00777
ORD0054999,27-10-2024,CUST000769,Kabir Kapoor,P00026,Sunglasses,Clothing,KiddoFun,3,266.83,0,96.06,0.04,896.59,Amazon Pay,Returned,Austin,TX,United States,SELL01604
ORD0055055,06-02-2020,CUST040846,Vivaan Reddy,P00019,LED Desk Lamp,Sports & Outdoors,FitLife,1,557.17,0,0,13.46,570.63,Credit Card,Returned,San Jose,CA,United States,SELL00819
ORD0055060,07-02-2023,CUST013176,Vihaan Verma,P00023,Cookware Set,Electronics,Apex,4,267.05,0.05,81.18,11.4,1107.37,Debit Card,Returned,Indianapolis,IN,United States,SELL00272
ORD0055084,11-08-2023,CUST023484,Mohit Sharma,P00012,Noise Cancelling Headphones,Home & Kitchen,Zenith,1,283.54,0,51.04,14.46,349.04,Credit Card,Returned,Columbus,OH,India,SELL00614
ORD0055089,09-07-2022,CUST015487,Pooja Mehta,P00050,Novel Bestseller,Toys & Games,HomeEase,3,478.51,0.05,163.65,11.28,1538.68,Net Banking,Returned,Los Angeles,CA,United States,SELL01616
ORD0055138,16-11-2023,CUST030420,Priya Mehta,P00012,Noise Cancelling Headphones,Home & Kitchen,ReadMore,1,335.56,0.1,15.1,3.75,320.85,Credit Card,Returned,Houston,TX,United States,SELL01431
ORD0055140,16-03-2024,CUST011986,Vivaan Patel,P00028,Jeans,Electronics,ReadMore,2,26.09,0.05,3.97,0.88,54.42,Amazon Pay,Returned,Washington,DC,Australia,SELL00631
ORD0055151,29-05-2022,CUST014020,Aarav Verma,P00026,Sunglasses,Toys & Games,FitLife,4,200.55,0.05,38.1,13.9,814.09,Debit Card,Returned,Columbus,OH,United States,SELL01870
ORD0055185,19-03-2020,CUST042777,Aman Verma,P00005,Laptop Sleeve,Home & Kitchen,ReadMore,2,129.79,0,12.98,0.33,272.89,Net Banking,Returned,Philadelphia,PA,United States,SELL01546
ORD0055282,21-02-2020,CUST046458,Mohit Patel,P00022,Water Bottle,Toys & Games,Apex,1,233.93,0.05,0,9.96,232.19,UPI,Returned,Columbus,OH,United States,SELL00631
ORD0055337,17-06-2024,CUST022056,Kabir Patel,P00025,Running Shoes,Electronics,KiddoFun,5,285.12,0.1,64.15,0.32,1347.51,Debit Card,Returned,Indianapolis,IN,Australia,SELL01832
ORD0055347,08-07-2021,CUST004378,Aditya Patel,P00025,Running Shoes,Sports & Outdoors,BrightLux,3,347.03,0,187.4,1.64,1230.13,Credit Card,Returned,Dallas,TX,United States,SELL00633
ORD0055421,18-10-2023,CUST013065,Simran Joshi,P00015,Instant Pot,Electronics,NexPro,2,449.01,0,71.84,14.44,984.3,Debit Card,Returned,San Diego,CA,United States,SELL00014
ORD0055468,09-12-2021,CUST026585,Aditya Joshi,P00012,Noise Cancelling Headphones,Electronics,Apex,5,364.1,0.1,81.92,6.47,1726.84,Credit Card,Returned,Los Angeles,CA,Canada,SELL01927
ORD0055501,28-10-2020,CUST042388,Kabir Kumar,P00018,Vacuum Cleaner,Books,CoreTech,5,283.02,0.05,161.32,5.65,1511.31,UPI,Returned,Seattle,WA,United Kingdom,SELL00897
ORD0055517,23-04-2022,CUST048070,Vikas Mehta,P00023,Cookware Set,Books,NexPro,1,497.28,0,24.86,10.07,532.21,Debit Card,Returned,Indianapolis,IN,United States,SELL00204
ORD0055549,13-11-2020,CUST024193,Aditya Sharma,P00039,Graphic Tablet,Books,FitLife,3,290.88,0,69.81,7.37,949.82,Debit Card,Returned,Columbus,OH,United States,SELL01776
ORD0055554,09-10-2024,CUST020212,Sneha Kapoor,P00029,T-Shirt,Sports & Outdoors,CoreTech,4,309.64,0,61.93,9.97,1310.46,Credit Card,Returned,Los Angeles,CA,United States,SELL01532
ORD0055584,20-11-2022,CUST025887,Aarav Joshi,P00039,Graphic Tablet,Home & Kitchen,HomeEase,2,69.47,0,16.67,8.74,164.35,Credit Card,Returned,San Antonio,TX,India,SELL00983
ORD0055643,16-12-2023,CUST005740,Vivaan Reddy,P00039,Graphic Tablet,Toys & Games,NexPro,3,354.79,0.05,80.89,8.2,1100.24,Net Banking,Returned,Charlotte,NC,United States,SELL00481
ORD0055644,08-02-2024,CUST025823,Karan Mehta,P00010,Smartwatch,Home & Kitchen,FitLife,3,204.46,0.05,69.93,5.44,658.08,Credit Card,Returned,Chicago,IL,United States,SELL00561
ORD0055648,08-11-2023,CUST010107,Vivaan Gupta,P00030,Dress Shirt,Home & Kitchen,BrightLux,4,64.26,0,20.56,12.81,290.41,Credit Card,Returned,Denver,CO,United States,SELL00263
ORD0055684,22-10-2023,CUST045522,Aditya Sharma,P00046,Car Charger,Electronics,Apex,2,350.81,0,84.19,6.93,792.74,Net Banking,Returned,San Jose,CA,India,SELL00552
ORD0055751,18-03-2020,CUST049060,Vivaan Joshi,P00022,Water Bottle,Books,CoreTech,1,204.22,0.05,34.92,3.57,232.5,Credit Card,Returned,Philadelphia,PA,Canada,SELL00910
ORD0055765,25-09-2023,CUST019974,Neha Mehta,P00012,Noise Cancelling Headphones,Electronics,Zenith,1,106.02,0,19.08,1.05,126.15,Amazon Pay,Returned,Dallas,TX,India,SELL00876
ORD0055786,22-11-2024,CUST016212,Arjun Patel,P00036,Smart Light Bulb,Home & Kitchen,KiddoFun,5,595.05,0.1,214.22,10.38,2902.32,Credit Card,Returned,Philadelphia,PA,United States,SELL01177
ORD0055810,18-12-2022,CUST041412,Aarav Kumar,P00002,Bluetooth Speaker,Toys & Games,FitLife,3,96.21,0,14.43,1.19,304.25,Credit Card,Returned,Denver,CO,United States,SELL00237
